Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value
MDG_Southern Asia excluding India,2012,Male,15-24 year olds,Percent,81.35217572
MDG_Southern Asia excluding India,2012,All genders,15-24 year olds,Percent,77.95301516
MDG_Southern Asia excluding India,2012,Female,15-24 year olds,Percent,74.58120066
MDG_Southern Asia excluding India,2011,Female,15-24 year olds,Percent,74.58120066
MDG_Southern Asia excluding India,2011,All genders,15-24 year olds,Percent,77.95301516
MDG_Southern Asia excluding India,2011,Male,15-24 year olds,Percent,81.35217572
MDG_Southern Asia excluding India,2010,Female,15-24 year olds,Percent,74.58120066
MDG_Southern Asia excluding India,2010,Male,15-24 year olds,Percent,81.35217572
MDG_Southern Asia excluding India,2010,All genders,15-24 year olds,Percent,77.95301516
MDG_Southern Asia excluding India,2009,All genders,15-24 year olds,Percent,77.95301516
MDG_Southern Asia excluding India,2009,Male,15-24 year olds,Percent,81.35217572
MDG_Southern Asia excluding India,2009,Female,15-24 year olds,Percent,74.58120066
MDG_Southern Asia excluding India,2008,Female,15-24 year olds,Percent,74.58120066
MDG_Southern Asia excluding India,2008,Male,15-24 year olds,Percent,81.35217572
MDG_Southern Asia excluding India,2008,All genders,15-24 year olds,Percent,77.95301516
MDG_Southern Asia excluding India,2007,Female,15-24 year olds,Percent,74.58120066
MDG_Southern Asia excluding India,2007,Male,15-24 year olds,Percent,81.35217572
MDG_Southern Asia excluding India,2007,All genders,15-24 year olds,Percent,77.95301516
MDG_Southern Asia excluding India,2006,All genders,15-24 year olds,Percent,77.95301516
MDG_Southern Asia excluding India,2006,Male,15-24 year olds,Percent,81.35217572
MDG_Southern Asia excluding India,2006,Female,15-24 year olds,Percent,74.58120066
MDG_Southern Asia excluding India,2005,Female,15-24 year olds,Percent,74.58120066
MDG_Southern Asia excluding India,2005,Male,15-24 year olds,Percent,81.35217572
MDG_Southern Asia excluding India,2005,All genders,15-24 year olds,Percent,77.95301516
MDG_Southern Asia excluding India,2004,Male,15-24 year olds,Percent,74.06516195
MDG_Southern Asia excluding India,2004,Female,15-24 year olds,Percent,60.76269694
MDG_Southern Asia excluding India,2004,All genders,15-24 year olds,Percent,67.3949412
MDG_Southern Asia excluding India,2003,All genders,15-24 year olds,Percent,67.3949412
MDG_Southern Asia excluding India,2003,Female,15-24 year olds,Percent,60.76269694
MDG_Southern Asia excluding India,2003,Male,15-24 year olds,Percent,74.06516195
MDG_Southern Asia excluding India,2002,Male,15-24 year olds,Percent,74.06516195
MDG_Southern Asia excluding India,2002,Female,15-24 year olds,Percent,60.76269694
MDG_Southern Asia excluding India,2002,All genders,15-24 year olds,Percent,67.3949412
MDG_Southern Asia excluding India,2001,All genders,15-24 year olds,Percent,67.3949412
MDG_Southern Asia excluding India,2001,Female,15-24 year olds,Percent,60.76269694
MDG_Southern Asia excluding India,2001,Male,15-24 year olds,Percent,74.06516195
MDG_Southern Asia excluding India,2000,Male,15-24 year olds,Percent,74.06516195
MDG_Southern Asia excluding India,2000,Female,15-24 year olds,Percent,60.76269694
MDG_Southern Asia excluding India,2000,All genders,15-24 year olds,Percent,67.3949412
MDG_Southern Asia excluding India,1999,All genders,15-24 year olds,Percent,67.3949412
MDG_Southern Asia excluding India,1999,Female,15-24 year olds,Percent,60.76269694
MDG_Southern Asia excluding India,1999,Male,15-24 year olds,Percent,74.06516195
MDG_Southern Asia excluding India,1998,Male,15-24 year olds,Percent,74.06516195
MDG_Southern Asia excluding India,1998,Female,15-24 year olds,Percent,60.76269694
MDG_Southern Asia excluding India,1998,All genders,15-24 year olds,Percent,67.3949412
MDG_Southern Asia excluding India,1997,All genders,15-24 year olds,Percent,67.3949412
MDG_Southern Asia excluding India,1997,Female,15-24 year olds,Percent,60.76269694
MDG_Southern Asia excluding India,1997,Male,15-24 year olds,Percent,74.06516195
MDG_Southern Asia excluding India,1996,Male,15-24 year olds,Percent,74.06516195
MDG_Southern Asia excluding India,1996,Female,15-24 year olds,Percent,60.76269694
MDG_Southern Asia excluding India,1996,All genders,15-24 year olds,Percent,67.3949412
MDG_Southern Asia excluding India,1995,Female,15-24 year olds,Percent,60.76269694
MDG_Southern Asia excluding India,1995,Male,15-24 year olds,Percent,74.06516195
MDG_Southern Asia excluding India,1995,All genders,15-24 year olds,Percent,67.3949412
MDG_Southern Asia excluding India,1994,Male,15-24 year olds,Percent,66.02259857
MDG_Southern Asia excluding India,1994,Female,15-24 year olds,Percent,46.7222458
MDG_Southern Asia excluding India,1994,All genders,15-24 year olds,Percent,56.43196352
MDG_Southern Asia excluding India,1993,Female,15-24 year olds,Percent,46.7222458
MDG_Southern Asia excluding India,1993,Male,15-24 year olds,Percent,66.02259857
MDG_Southern Asia excluding India,1993,All genders,15-24 year olds,Percent,56.43196352
MDG_Southern Asia excluding India,1992,Male,15-24 year olds,Percent,66.02259857
MDG_Southern Asia excluding India,1992,Female,15-24 year olds,Percent,46.7222458
MDG_Southern Asia excluding India,1992,All genders,15-24 year olds,Percent,56.43196352
MDG_Southern Asia excluding India,1991,All genders,15-24 year olds,Percent,56.43196352
MDG_Southern Asia excluding India,1991,Female,15-24 year olds,Percent,46.7222458
MDG_Southern Asia excluding India,1991,Male,15-24 year olds,Percent,66.02259857
MDG_Southern Asia excluding India,1990,Male,15-24 year olds,Percent,66.02259857
MDG_Southern Asia excluding India,1990,Female,15-24 year olds,Percent,46.7222458
MDG_Southern Asia excluding India,1990,All genders,15-24 year olds,Percent,56.43196352
MDG_Southern Asia excluding India,1989,All genders,15-24 year olds,Percent,56.43196352
MDG_Southern Asia excluding India,1989,Female,15-24 year olds,Percent,46.7222458
MDG_Southern Asia excluding India,1989,Male,15-24 year olds,Percent,66.02259857
MDG_Southern Asia excluding India,1988,Male,15-24 year olds,Percent,66.02259857
MDG_Southern Asia excluding India,1988,Female,15-24 year olds,Percent,46.7222458
MDG_Southern Asia excluding India,1988,All genders,15-24 year olds,Percent,56.43196352
MDG_Southern Asia excluding India,1987,Female,15-24 year olds,Percent,46.7222458
MDG_Southern Asia excluding India,1987,Male,15-24 year olds,Percent,66.02259857
MDG_Southern Asia excluding India,1987,All genders,15-24 year olds,Percent,56.43196352
MDG_Southern Asia excluding India,1986,Male,15-24 year olds,Percent,66.02259857
MDG_Southern Asia excluding India,1986,Female,15-24 year olds,Percent,46.7222458
MDG_Southern Asia excluding India,1986,All genders,15-24 year olds,Percent,56.43196352
MDG_Southern Asia excluding India,1985,All genders,15-24 year olds,Percent,56.43196352
MDG_Southern Asia excluding India,1985,Female,15-24 year olds,Percent,46.7222458
MDG_Southern Asia excluding India,1985,Male,15-24 year olds,Percent,66.02259857
MDG_Sub-Saharan Africa,2014,Male,15-24 year olds,Percent,75.5166632
MDG_Sub-Saharan Africa,2014,Female,15-24 year olds,Percent,64.16159275
MDG_Sub-Saharan Africa,2014,All genders,15-24 year olds,Percent,69.61025467
MDG_Sub-Saharan Africa,2012,Female,15-24 year olds,Percent,64.16159275
MDG_Sub-Saharan Africa,2012,All genders,15-24 year olds,Percent,69.61025467
MDG_Sub-Saharan Africa,2012,Male,15-24 year olds,Percent,75.5166632
MDG_Sub-Saharan Africa,2011,All genders,15-24 year olds,Percent,69.61025467
MDG_Sub-Saharan Africa,2011,Male,15-24 year olds,Percent,75.5166632
MDG_Sub-Saharan Africa,2011,Female,15-24 year olds,Percent,64.16159275
MDG_Sub-Saharan Africa,2010,Female,15-24 year olds,Percent,64.16159275
MDG_Sub-Saharan Africa,2010,Male,15-24 year olds,Percent,75.5166632
MDG_Sub-Saharan Africa,2010,All genders,15-24 year olds,Percent,69.61025467
MDG_Sub-Saharan Africa,2009,Male,15-24 year olds,Percent,75.5166632
MDG_Sub-Saharan Africa,2009,Female,15-24 year olds,Percent,64.16159275
MDG_Sub-Saharan Africa,2009,All genders,15-24 year olds,Percent,69.61025467
MDG_Sub-Saharan Africa,2008,All genders,15-24 year olds,Percent,69.61025467
MDG_Sub-Saharan Africa,2008,Female,15-24 year olds,Percent,64.16159275
MDG_Sub-Saharan Africa,2008,Male,15-24 year olds,Percent,75.5166632
MDG_Sub-Saharan Africa,2007,Male,15-24 year olds,Percent,75.5166632
MDG_Sub-Saharan Africa,2007,Female,15-24 year olds,Percent,64.16159275
MDG_Sub-Saharan Africa,2007,All genders,15-24 year olds,Percent,69.61025467
MDG_Sub-Saharan Africa,2006,All genders,15-24 year olds,Percent,69.61025467
MDG_Sub-Saharan Africa,2006,Female,15-24 year olds,Percent,64.16159275
MDG_Sub-Saharan Africa,2006,Male,15-24 year olds,Percent,75.5166632
MDG_Sub-Saharan Africa,2005,Male,15-24 year olds,Percent,75.5166632
MDG_Sub-Saharan Africa,2005,Female,15-24 year olds,Percent,64.16159275
MDG_Sub-Saharan Africa,2005,All genders,15-24 year olds,Percent,69.61025467
MDG_Sub-Saharan Africa,2004,Female,15-24 year olds,Percent,62.19707327
MDG_Sub-Saharan Africa,2004,All genders,15-24 year olds,Percent,68.69296718
MDG_Sub-Saharan Africa,2004,Male,15-24 year olds,Percent,75.81357798
MDG_Sub-Saharan Africa,2003,All genders,15-24 year olds,Percent,68.69296718
MDG_Sub-Saharan Africa,2003,Male,15-24 year olds,Percent,75.81357798
MDG_Sub-Saharan Africa,2003,Female,15-24 year olds,Percent,62.19707327
MDG_Sub-Saharan Africa,2002,Female,15-24 year olds,Percent,62.19707327
MDG_Sub-Saharan Africa,2002,Male,15-24 year olds,Percent,75.81357798
MDG_Sub-Saharan Africa,2002,All genders,15-24 year olds,Percent,68.69296718
MDG_Sub-Saharan Africa,2001,All genders,15-24 year olds,Percent,68.69296718
MDG_Sub-Saharan Africa,2001,Male,15-24 year olds,Percent,75.81357798
MDG_Sub-Saharan Africa,2001,Female,15-24 year olds,Percent,62.19707327
MDG_Sub-Saharan Africa,2000,Female,15-24 year olds,Percent,62.19707327
MDG_Sub-Saharan Africa,2000,All genders,15-24 year olds,Percent,68.69296718
MDG_Sub-Saharan Africa,2000,Male,15-24 year olds,Percent,75.81357798
MDG_Sub-Saharan Africa,1999,Male,15-24 year olds,Percent,75.81357798
MDG_Sub-Saharan Africa,1999,All genders,15-24 year olds,Percent,68.69296718
MDG_Sub-Saharan Africa,1999,Female,15-24 year olds,Percent,62.19707327
MDG_Sub-Saharan Africa,1998,Female,15-24 year olds,Percent,62.19707327
MDG_Sub-Saharan Africa,1998,All genders,15-24 year olds,Percent,68.69296718
MDG_Sub-Saharan Africa,1998,Male,15-24 year olds,Percent,75.81357798
MDG_Sub-Saharan Africa,1997,Female,15-24 year olds,Percent,62.19707327
MDG_Sub-Saharan Africa,1997,Male,15-24 year olds,Percent,75.81357798
MDG_Sub-Saharan Africa,1997,All genders,15-24 year olds,Percent,68.69296718
MDG_Sub-Saharan Africa,1996,Female,15-24 year olds,Percent,62.19707327
MDG_Sub-Saharan Africa,1996,Male,15-24 year olds,Percent,75.81357798
MDG_Sub-Saharan Africa,1996,All genders,15-24 year olds,Percent,68.69296718
MDG_Sub-Saharan Africa,1995,All genders,15-24 year olds,Percent,68.69296718
MDG_Sub-Saharan Africa,1995,Male,15-24 year olds,Percent,75.81357798
MDG_Sub-Saharan Africa,1995,Female,15-24 year olds,Percent,62.19707327
MDG_Sub-Saharan Africa,1994,All genders,15-24 year olds,Percent,65.25157292
MDG_Sub-Saharan Africa,1994,Male,15-24 year olds,Percent,72.8379254
MDG_Sub-Saharan Africa,1994,Female,15-24 year olds,Percent,58.07222589
MDG_Sub-Saharan Africa,1993,Female,15-24 year olds,Percent,58.07222589
MDG_Sub-Saharan Africa,1993,All genders,15-24 year olds,Percent,65.25157292
MDG_Sub-Saharan Africa,1993,Male,15-24 year olds,Percent,72.8379254
MDG_Sub-Saharan Africa,1992,Male,15-24 year olds,Percent,72.8379254
MDG_Sub-Saharan Africa,1992,All genders,15-24 year olds,Percent,65.25157292
MDG_Sub-Saharan Africa,1992,Female,15-24 year olds,Percent,58.07222589
MDG_Sub-Saharan Africa,1991,Female,15-24 year olds,Percent,58.07222589
MDG_Sub-Saharan Africa,1991,All genders,15-24 year olds,Percent,65.25157292
MDG_Sub-Saharan Africa,1991,Male,15-24 year olds,Percent,72.8379254
MDG_Sub-Saharan Africa,1990,Male,15-24 year olds,Percent,72.8379254
MDG_Sub-Saharan Africa,1990,All genders,15-24 year olds,Percent,65.25157292
MDG_Sub-Saharan Africa,1990,Female,15-24 year olds,Percent,58.07222589
MDG_Sub-Saharan Africa,1989,All genders,15-24 year olds,Percent,65.25157292
MDG_Sub-Saharan Africa,1989,Male,15-24 year olds,Percent,72.8379254
MDG_Sub-Saharan Africa,1989,Female,15-24 year olds,Percent,58.07222589
MDG_Sub-Saharan Africa,1988,Female,15-24 year olds,Percent,58.07222589
MDG_Sub-Saharan Africa,1988,Male,15-24 year olds,Percent,72.8379254
MDG_Sub-Saharan Africa,1988,All genders,15-24 year olds,Percent,65.25157292
MDG_Sub-Saharan Africa,1987,Female,15-24 year olds,Percent,58.07222589
MDG_Sub-Saharan Africa,1987,Male,15-24 year olds,Percent,72.8379254
MDG_Sub-Saharan Africa,1987,All genders,15-24 year olds,Percent,65.25157292
MDG_Sub-Saharan Africa,1986,Male,15-24 year olds,Percent,72.8379254
MDG_Sub-Saharan Africa,1986,All genders,15-24 year olds,Percent,65.25157292
MDG_Sub-Saharan Africa,1986,Female,15-24 year olds,Percent,58.07222589
MDG_Sub-Saharan Africa,1985,Female,15-24 year olds,Percent,58.07222589
MDG_Sub-Saharan Africa,1985,All genders,15-24 year olds,Percent,65.25157292
MDG_Sub-Saharan Africa,1985,Male,15-24 year olds,Percent,72.8379254
MDG_Western Asia,2014,All genders,15-24 year olds,Percent,94.12099136
MDG_Western Asia,2014,Male,15-24 year olds,Percent,95.96878247
MDG_Western Asia,2014,Female,15-24 year olds,Percent,92.12271797
MDG_Western Asia,2012,Female,15-24 year olds,Percent,92.12271797
MDG_Western Asia,2012,Male,15-24 year olds,Percent,95.96878247
MDG_Western Asia,2012,All genders,15-24 year olds,Percent,94.12099136
MDG_Western Asia,2011,All genders,15-24 year olds,Percent,94.12099136
MDG_Western Asia,2011,Female,15-24 year olds,Percent,92.12271797
MDG_Western Asia,2011,Male,15-24 year olds,Percent,95.96878247
MDG_Western Asia,2010,Male,15-24 year olds,Percent,95.96878247
MDG_Western Asia,2010,All genders,15-24 year olds,Percent,94.12099136
MDG_Western Asia,2010,Female,15-24 year olds,Percent,92.12271797
MDG_Western Asia,2009,All genders,15-24 year olds,Percent,94.12099136
MDG_Western Asia,2009,Male,15-24 year olds,Percent,95.96878247
MDG_Western Asia,2009,Female,15-24 year olds,Percent,92.12271797
MDG_Western Asia,2008,Female,15-24 year olds,Percent,92.12271797
MDG_Western Asia,2008,Male,15-24 year olds,Percent,95.96878247
MDG_Western Asia,2008,All genders,15-24 year olds,Percent,94.12099136
MDG_Western Asia,2007,Female,15-24 year olds,Percent,92.12271797
MDG_Western Asia,2007,Male,15-24 year olds,Percent,95.96878247
MDG_Western Asia,2007,All genders,15-24 year olds,Percent,94.12099136
MDG_Western Asia,2006,All genders,15-24 year olds,Percent,94.12099136
MDG_Western Asia,2006,Male,15-24 year olds,Percent,95.96878247
MDG_Western Asia,2006,Female,15-24 year olds,Percent,92.12271797
MDG_Western Asia,2005,Female,15-24 year olds,Percent,92.12271797
MDG_Western Asia,2005,All genders,15-24 year olds,Percent,94.12099136
MDG_Western Asia,2005,Male,15-24 year olds,Percent,95.96878247
MDG_Western Asia,2004,Female,15-24 year olds,Percent,87.73159401
MDG_Western Asia,2004,Male,15-24 year olds,Percent,95.43597008
MDG_Western Asia,2004,All genders,15-24 year olds,Percent,91.63224585
MDG_Western Asia,2003,Female,15-24 year olds,Percent,87.73159401
MDG_Western Asia,2003,All genders,15-24 year olds,Percent,91.63224585
MDG_Western Asia,2003,Male,15-24 year olds,Percent,95.43597008
MDG_Western Asia,2002,Male,15-24 year olds,Percent,95.43597008
MDG_Western Asia,2002,All genders,15-24 year olds,Percent,91.63224585
MDG_Western Asia,2002,Female,15-24 year olds,Percent,87.73159401
MDG_Western Asia,2001,Female,15-24 year olds,Percent,87.73159401
MDG_Western Asia,2001,All genders,15-24 year olds,Percent,91.63224585
MDG_Western Asia,2001,Male,15-24 year olds,Percent,95.43597008
MDG_Western Asia,2000,Male,15-24 year olds,Percent,95.43597008
MDG_Western Asia,2000,Female,15-24 year olds,Percent,87.73159401
MDG_Western Asia,2000,All genders,15-24 year olds,Percent,91.63224585
MDG_Western Asia,1999,Female,15-24 year olds,Percent,87.73159401
MDG_Western Asia,1999,Male,15-24 year olds,Percent,95.43597008
MDG_Western Asia,1999,All genders,15-24 year olds,Percent,91.63224585
MDG_Western Asia,1998,All genders,15-24 year olds,Percent,91.63224585
MDG_Western Asia,1998,Female,15-24 year olds,Percent,87.73159401
MDG_Western Asia,1998,Male,15-24 year olds,Percent,95.43597008
MDG_Western Asia,1997,Male,15-24 year olds,Percent,95.43597008
MDG_Western Asia,1997,All genders,15-24 year olds,Percent,91.63224585
MDG_Western Asia,1997,Female,15-24 year olds,Percent,87.73159401
MDG_Western Asia,1996,All genders,15-24 year olds,Percent,91.63224585
MDG_Western Asia,1996,Female,15-24 year olds,Percent,87.73159401
MDG_Western Asia,1996,Male,15-24 year olds,Percent,95.43597008
